ID,Age,Education,Marital Status,Parental Status,Children,Income,Spent,Customer Loyalty,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,Web Engagement
2826,48,0,1,1,3,22574,37,244,28,25,0,8,2,0,2,2,0,3,2,0,9
6320,39,1,0,0,0,70893,1508,508,42,768,44,561,77,44,14,6,6,10,1,0,9
3050,49,0,1,1,2,54198,235,194,13,185,0,28,3,2,17,3,1,6,6,0,7
231,59,1,1,1,2,28839,32,110,86,24,0,7,0,0,1,2,0,3,2,0,7
2392,43,0,1,1,2,40321,102,335,59,44,4,21,6,0,27,3,0,3,2,0,10
9478,30,0,0,1,1,66503,401,684,30,91,64,128,65,3,50,4,3,6,2,0,7
113,64,0,1,1,2,30833,28,348,33,11,0,7,3,1,6,1,0,3,2,0,6
1802,44,0,1,1,1,64795,680,528,23,412,5,119,38,29,77,3,3,12,3,0,5
520,41,0,1,1,1,34421,30,363,81,3,3,7,6,2,9,1,0,2,1,0,8
8275,50,1,0,1,2,47025,20,140,6,16,0,3,0,0,1,1,0,2,1,0,8
9750,54,1,0,1,1,64325,1307,507,41,731,60,353,78,12,73,10,3,5,5,0,17
2607,62,0,0,1,1,40464,630,534,78,424,17,118,7,23,41,8,2,8,6,0,16
7214,58,0,1,0,0,62187,1283,359,49,792,0,275,45,45,126,4,8,5,1,0,7
5835,39,1,0,1,1,14849,65,362,39,21,2,28,3,2,9,2,0,4,3,0,10
3896,31,0,1,1,1,27255,37,234,3,22,1,11,0,1,2,1,0,3,1,0,8
10350,65,1,1,1,3,54432,38,416,37,33,0,5,0,0,0,1,0,3,1,0,5
7786,29,1,0,1,1,29999,160,501,22,68,7,59,10,5,11,3,1,4,4,0,11
2861,32,0,0,1,1,24072,23,439,79,9,1,6,3,0,4,1,0,2,1,0,9
663,26,1,0,0,0,33996,71,291,46,40,2,15,8,0,6,1,1,3,1,0,5
10675,59,1,1,1,1,66334,1161,452,82,909,11,218,0,0,23,9,3,5,2,0,14
2521,44,1,1,1,1,35178,59,535,10,23,1,13,2,2,18,1,1,2,1,1,8
9592,32,0,1,1,1,22010,33,364,51,11,2,9,3,0,8,2,0,3,2,0,10
10151,55,0,0,1,2,62204,946,655,38,317,46,247,151,46,139,4,5,12,1,0,7
7381,47,0,0,0,0,75693,1442,570,10,797,153,293,72,97,30,11,4,6,1,3,15
4099,43,0,1,1,1,30675,62,594,14,10,2,16,11,2,21,1,0,3,1,0,9
9560,50,0,1,0,0,83003,1674,483,18,856,61,570,40,25,122,7,6,8,1,1,10
10172,27,0,0,0,0,68655,1538,688,95,456,19,832,75,118,38,4,5,11,1,0,7
11191,29,0,0,0,0,41411,139,204,11,37,32,38,11,3,18,2,1,4,1,0,8
9707,46,1,1,1,1,55212,1182,583,65,1103,0,45,0,0,34,4,2,11,3,2,12
6245,65,1,1,1,1,59292,507,381,71,378,14,68,19,14,14,3,5,8,2,0,6
8234,42,2,1,1,1,27190,18,318,13,1,6,7,0,1,3,1,0,2,1,1,9
1411,63,0,0,0,0,82623,940,231,58,204,34,204,172,153,173,2,9,4,1,0,3
8553,50,0,1,1,2,44300,42,371,65,30,0,9,0,0,3,1,0,3,2,0,7
1826,45,0,0,0,0,84835,1190,13,0,189,104,379,111,189,218,4,4,6,1,0,5
8842,44,0,0,1,2,30372,44,551,33,15,0,12,7,3,7,2,0,3,3,0,9
11030,39,1,1,1,1,33181,16,177,90,9,0,3,0,0,4,1,0,2,1,1,7
2579,58,0,1,1,1,71113,835,194,95,495,33,255,11,33,8,6,7,9,4,0,10
175,29,0,1,1,1,71952,1443,535,93,656,80,455,52,107,93,8,4,8,2,2,12
9185,49,1,0,0,0,69759,1029,244,38,452,20,514,13,30,0,4,6,5,3,0,7
11056,41,0,1,0,0,72099,1188,610,18,546,91,410,119,0,22,3,4,10,1,0,4
9365,39,1,0,1,1,60000,1277,554,57,1048,0,217,0,0,12,11,3,5,5,0,17
6201,37,0,0,1,2,38643,49,212,45,22,2,14,0,1,10,2,0,3,2,0,9
2061,60,0,1,1,1,50737,99,414,61,78,0,11,0,0,10,2,0,4,1,1,8
6184,46,1,1,0,0,68462,1670,564,6,561,64,785,84,128,48,3,3,8,1,0,4
6142,72,1,1,0,0,65073,900,313,65,629,17,177,69,0,8,5,3,5,1,0,7
4107,67,1,1,1,2,46681,425,264,52,269,15,69,15,19,38,4,6,4,2,0,9
7274,58,0,1,0,0,78618,2153,639,87,736,163,818,212,163,61,4,7,10,1,1,6
9336,46,1,0,1,1,62187,636,99,38,512,0,83,0,0,41,6,2,10,3,0,10
2958,37,0,1,1,2,28442,57,125,53,19,3,10,11,8,6,2,1,4,3,0,6
933,37,1,1,1,1,37717,25,583,31,9,0,6,4,1,5,1,0,2,1,0,10
5837,48,0,1,1,2,51479,494,548,67,247,8,160,6,8,65,6,3,6,7,0,13
10704,46,0,0,1,1,54803,693,677,65,404,0,92,28,27,142,6,2,9,2,0,10
5125,55,0,1,0,0,79530,1348,408,64,333,0,815,129,42,29,4,10,11,1,0,6
4432,39,0,0,1,1,31615,51,470,82,2,3,20,6,11,9,2,0,3,2,0,9
5955,53,0,1,0,0,72025,1932,589,27,833,33,549,151,133,233,4,3,8,1,0,7
2928,40,1,0,1,1,52614,990,575,63,789,0,142,12,9,38,2,4,8,2,0,10
5680,31,2,1,1,1,35684,30,68,66,10,4,7,0,6,3,1,0,3,1,0,7
10313,40,0,1,1,2,48178,254,609,69,159,4,45,6,2,38,5,1,4,6,0,13
2557,45,1,0,1,1,29548,29,304,52,7,1,6,3,1,11,1,1,2,1,1,5
1245,49,0,0,1,1,63810,1371,595,45,977,12,253,16,12,101,4,3,12,4,1,12
1519,43,1,0,1,2,38578,73,372,2,38,4,22,3,3,3,3,0,3,3,0,11
10703,40,1,0,1,2,46098,120,680,86,57,0,27,0,0,36,3,2,2,4,0,11
1726,45,0,0,0,0,22585,81,468,23,3,9,15,13,2,39,1,1,2,1,1,10
4459,26,0,0,1,1,30279,37,546,13,10,4,14,4,4,1,1,0,3,1,0,9
1729,54,1,1,1,1,66426,1377,270,14,1043,24,97,32,24,157,3,5,10,2,0,9
1517,46,0,0,1,1,30822,51,380,92,3,9,13,2,12,12,1,0,3,1,0,8
2098,46,1,1,1,2,33581,17,537,38,11,0,5,0,0,1,1,0,2,1,0,9
9543,30,0,1,1,1,19986,22,227,74,3,6,5,0,2,6,0,0,3,1,0,7
6878,61,0,0,0,0,27421,324,564,14,43,12,96,78,40,55,4,1,6,3,0,11
3310,42,2,1,1,3,35688,211,676,94,73,3,90,12,1,32,4,1,4,7,0,12
2724,34,1,0,1,1,36143,19,91,33,12,0,1,0,0,6,0,1,2,1,0,3
948,44,0,0,1,1,10245,41,410,32,4,7,7,6,4,13,1,2,2,3,0,6
6720,47,1,1,1,1,43795,492,256,11,314,11,53,4,3,107,7,3,4,3,1,14
6202,55,0,1,1,1,63381,1005,632,78,571,50,142,33,50,159,4,5,13,4,0,6
2066,66,0,1,1,1,38823,114,668,56,70,0,11,2,8,23,2,1,3,1,0,8
9799,47,1,0,1,2,83664,1173,417,57,866,21,151,28,21,86,2,2,12,3,0,7
8318,36,0,1,0,0,90300,1738,177,7,594,134,786,33,134,57,5,6,8,0,1,6
5642,36,1,1,1,1,62499,222,202,0,140,4,61,0,13,4,3,1,6,2,0,7
2669,22,0,0,0,0,74293,1127,56,66,375,152,335,93,91,81,5,4,6,1,0,7
455,69,1,1,0,0,51012,209,437,86,102,9,63,2,9,24,4,1,4,1,0,10
7683,47,1,1,1,1,70777,787,124,80,554,35,113,0,7,78,5,3,12,3,0,8
3428,24,1,1,0,0,68682,1598,266,56,919,0,505,99,30,45,4,9,10,1,0,6
7414,44,0,1,1,2,43824,186,652,18,96,1,42,12,3,32,3,1,4,4,0,11
6354,31,0,1,1,1,15345,47,667,51,5,2,16,3,2,19,1,1,2,2,0,9
798,28,0,0,1,1,23442,27,552,71,2,0,6,8,6,5,1,0,3,1,0,8
8213,35,2,1,1,1,14515,96,597,71,6,4,9,6,36,35,2,2,3,4,0,9
2488,59,2,0,1,2,31395,64,463,80,23,1,25,0,8,7,2,1,3,4,0,8
9999,50,0,1,0,0,75276,1040,640,2,610,105,125,137,42,21,9,4,9,1,0,14
7617,41,0,0,1,2,42373,163,318,83,67,5,61,3,8,19,2,1,5,5,0,7
615,55,0,1,0,0,30507,343,475,29,65,36,74,38,20,110,5,1,4,1,0,12
2552,60,1,0,1,3,55521,446,250,11,416,0,26,0,0,4,6,3,6,9,1,13
194,50,0,1,1,2,48006,41,20,55,23,0,11,3,2,2,1,0,3,1,0,7
3645,43,1,0,1,1,27213,70,668,19,19,3,26,10,9,3,2,0,4,3,0,10
8890,44,1,0,1,2,65808,272,30,1,155,7,80,13,7,10,5,1,5,3,0,11
5049,41,1,1,1,1,30351,46,388,19,14,0,24,3,3,2,3,0,2,1,0,12
9973,52,0,1,1,2,50437,490,620,28,370,9,92,6,9,4,7,1,8,3,0,14
7301,33,2,0,1,1,23616,79,589,76,4,22,11,3,7,32,3,0,3,2,0,11
10882,39,0,1,1,1,53858,915,597,50,407,53,221,58,150,26,4,3,6,4,0,8
7030,60,1,1,1,1,66465,1485,456,1,1200,0,204,38,29,14,11,9,12,3,1,17
7422,28,0,0,1,1,46923,369,676,90,85,44,54,102,78,6,5,1,7,3,0,12
3523,53,0,1,1,1,75072,1073,522,83,583,34,309,0,22,125,5,4,8,2,0,8
7106,72,1,1,0,0,75865,1242,90,73,483,0,591,156,0,12,3,5,10,1,0,4
6504,40,2,1,1,1,19789,78,221,24,2,5,9,28,6,28,2,1,3,3,1,7
5067,21,0,1,0,0,80134,1378,135,11,966,26,282,52,26,26,2,7,11,1,4,7
4216,34,0,0,0,0,91065,1474,492,33,822,114,108,179,137,114,7,9,9,1,2,10
8581,44,1,1,1,2,49505,751,481,4,604,0,100,19,0,28,10,2,8,9,0,18
5929,42,1,1,1,1,37401,48,54,14,19,3,19,3,1,3,2,0,3,2,0,9
3129,32,0,1,1,1,30096,45,38,30,5,3,11,12,5,9,2,0,3,1,0,8
6528,33,1,1,1,1,18492,10,24,75,2,2,2,2,1,1,1,0,2,1,0,9
1361,41,1,1,0,0,82584,1435,390,26,1076,68,103,29,91,68,3,4,8,1,2,4
6932,74,1,1,0,0,93027,2119,442,77,1285,42,716,55,0,21,7,10,5,0,1,9
7284,62,0,1,1,3,48686,20,207,8,10,0,7,2,0,1,1,0,2,1,0,9
1340,29,0,1,0,0,92910,1795,66,42,551,137,792,179,103,33,6,7,13,1,3,7
8746,26,0,1,1,1,75433,1188,85,28,800,0,297,0,34,57,2,5,10,2,2,8
5987,26,2,1,1,1,10404,43,56,52,2,2,11,10,6,12,1,0,4,2,0,6
3767,47,0,1,1,1,61314,1008,430,1,378,0,189,97,172,172,5,5,12,2,0,8
3725,54,1,0,0,0,84865,1688,416,1,1248,16,349,43,16,16,2,4,9,1,4,6
4324,26,0,1,1,1,42387,684,608,42,235,0,235,19,4,191,8,1,7,5,0,16
238,48,2,1,1,2,67309,1082,522,76,515,47,181,149,95,95,9,6,9,15,0,16
6694,51,0,1,1,1,75236,1068,216,27,438,66,400,12,38,114,8,3,13,1,0,12
498,45,0,0,1,1,30015,57,147,28,25,0,22,2,3,5,1,0,4,2,0,6
9347,59,1,1,1,1,50943,46,373,49,31,0,7,2,0,6,1,0,3,1,0,6
9699,49,0,0,1,1,67272,733,190,12,357,35,271,28,28,14,6,2,12,3,0,11
10664,66,1,0,1,1,51529,467,295,14,400,4,35,6,0,22,9,1,5,2,0,17
5455,44,1,1,1,1,32011,122,311,89,99,0,15,2,1,5,2,1,4,3,0,9
456,29,2,1,1,1,7500,36,507,96,1,11,5,4,6,9,2,0,3,2,0,10
5012,26,0,1,1,1,28691,34,360,56,5,4,13,8,0,4,1,0,3,1,0,9
7495,67,1,1,1,1,56223,156,191,72,77,28,31,16,0,4,2,1,5,2,0,6
5029,69,0,1,0,0,18100,14,327,14,3,1,2,4,3,1,0,0,3,1,0,5
10642,26,0,0,1,1,30279,37,546,13,10,4,14,4,4,1,1,0,3,1,0,9
2106,41,2,1,0,0,20130,34,104,99,0,6,3,7,6,12,1,0,3,1,0,9
10364,56,0,0,0,0,23295,20,351,72,0,0,1,2,12,5,1,0,2,1,0,9
5954,43,1,0,1,1,42618,192,263,92,76,14,74,13,5,10,5,0,4,2,0,13
1137,51,0,0,0,0,81246,1379,182,87,398,190,537,61,156,37,4,5,7,1,2,5
2541,39,0,1,1,1,24027,48,385,7,14,7,11,11,0,5,2,0,3,2,0,10
1142,62,1,1,1,1,55707,428,189,91,208,7,82,30,66,35,3,2,9,2,0,6
2276,60,0,0,1,1,57959,868,423,71,430,16,322,43,24,33,4,7,11,5,0,7
2807,46,0,1,1,1,56796,1001,498,24,656,38,161,62,47,37,8,9,7,3,0,15
6471,44,1,0,1,1,36230,59,255,17,14,2,30,8,2,3,2,0,4,1,0,7
6131,35,2,1,1,2,70829,431,210,87,141,70,106,72,19,23,4,2,8,2,0,7
6233,39,0,1,1,1,65991,971,660,21,507,19,364,25,47,9,9,5,10,3,0,16
4148,43,0,1,1,3,38988,348,678,90,164,24,103,12,3,42,5,1,6,7,0,13
4947,49,2,0,0,0,89572,2059,652,44,606,24,974,197,194,64,7,7,9,1,2,11
3225,31,1,1,1,1,42207,265,454,71,116,11,72,3,17,46,4,1,5,4,1,10
7540,63,0,1,1,1,50300,270,35,52,143,15,60,24,23,5,2,1,8,2,0,4
10648,33,2,1,0,0,66664,1289,642,78,398,96,447,220,96,32,5,7,6,1,0,8
1992,51,0,1,1,1,60597,893,179,2,522,0,257,32,16,66,2,2,8,4,1,9
7851,66,0,0,0,0,70165,926,280,60,161,0,253,199,191,122,3,7,11,1,0,4
8594,57,1,0,1,1,50520,135,152,25,112,0,6,2,1,14,3,1,3,2,0,9
7059,52,0,1,0,0,80124,1495,3,47,483,84,398,205,84,241,3,7,8,1,1,4
2815,40,0,1,1,1,33183,120,125,46,7,5,39,17,15,37,4,0,3,2,0,11
2416,46,1,0,0,0,66582,1288,118,83,789,25,420,16,38,0,2,8,9,1,0,3
7999,60,1,1,0,0,75261,1743,432,17,1239,17,413,23,34,17,5,6,5,1,2,7
9213,45,0,0,1,1,31880,15,606,13,4,1,5,2,0,3,1,0,2,1,0,9
9697,64,0,1,1,2,53790,542,115,86,335,42,127,28,5,5,7,2,8,3,0,13
3916,44,1,1,1,1,49269,890,683,92,639,8,166,11,8,58,7,3,12,3,0,14
2021,40,0,1,1,1,61456,1388,459,47,563,76,384,84,192,89,6,10,13,4,0,10
1581,35,0,1,1,1,37406,17,262,18,2,0,8,2,2,3,1,0,2,1,0,9
564,34,1,1,1,1,56937,906,694,81,746,8,125,11,8,8,8,6,9,7,1,14
6619,37,0,1,1,2,38415,44,543,91,22,1,13,4,0,4,1,0,3,2,0,8
9081,27,0,0,1,1,20518,25,42,58,4,1,6,4,1,9,1,1,2,1,0,6
178,59,0,1,1,1,62503,973,496,40,478,0,193,110,75,117,8,3,11,4,0,13
916,43,1,0,1,2,41644,31,51,67,20,3,4,2,0,2,1,0,3,2,0,4
5512,38,1,1,1,1,55842,518,37,19,451,0,39,0,4,24,7,1,8,1,0,12
8970,43,1,1,1,1,62010,530,614,93,371,22,39,6,0,92,6,2,7,4,0,11
10581,38,0,1,1,1,41124,506,606,41,281,7,84,15,0,119,7,3,4,7,0,15
5300,42,1,1,1,1,38961,70,181,60,19,7,19,0,1,24,2,1,2,1,0,9
5154,43,1,0,1,1,37760,54,322,54,26,3,13,2,10,0,2,0,3,1,0,8
8346,41,0,0,1,1,32233,296,679,26,138,15,35,25,11,72,6,2,2,2,1,15
1676,40,0,1,1,1,43057,266,242,30,213,2,44,0,2,5,4,2,5,4,0,9
9286,55,1,1,0,0,83151,747,627,93,407,28,100,120,74,18,5,9,4,1,0,8
2426,51,1,0,0,0,78825,895,653,35,483,74,114,169,37,18,5,10,13,1,0,8
5172,39,1,1,1,1,65104,1053,227,4,738,0,232,13,20,50,3,5,7,2,0,10
5562,41,0,1,1,1,60093,735,368,92,502,12,109,16,6,90,7,2,10,2,0,13
3436,46,0,1,1,1,14045,20,154,24,11,0,5,2,1,1,1,0,3,1,0,8
3921,63,2,0,0,0,28457,205,609,96,24,1,108,29,29,14,4,1,4,1,0,12
3403,57,1,1,1,1,78952,2092,643,11,1170,19,594,99,76,134,2,5,12,2,0,8
22,39,0,0,1,1,46310,309,573,99,185,2,88,15,5,14,6,1,5,2,0,14
10965,60,0,1,0,0,76005,1722,492,72,983,20,389,240,50,40,3,5,13,1,1,9
9426,51,1,0,1,1,58308,900,533,77,691,0,69,10,0,130,2,6,3,4,0,10
6605,71,1,0,0,0,55614,682,214,85,504,13,131,8,0,26,9,4,6,1,1,16
3136,53,1,0,1,1,59432,663,442,88,317,25,265,25,19,12,5,3,11,3,0,10
8737,37,0,0,1,1,55563,43,85,22,29,1,9,2,0,2,2,0,3,1,0,5
11088,44,1,1,1,1,78642,1816,434,83,1396,0,322,46,35,17,4,9,4,1,0,10
716,66,1,1,1,1,67911,976,38,63,529,0,356,63,28,0,6,7,11,3,0,9
466,71,0,1,0,0,65275,746,452,9,388,14,218,91,14,21,4,3,13,1,0,6
9135,65,0,1,1,2,27203,64,692,92,13,2,21,4,0,24,1,1,2,2,0,9
10623,54,1,1,1,1,48330,32,226,2,28,0,4,0,0,0,1,0,3,1,0,6
8151,25,2,1,0,0,24279,263,547,6,16,36,21,20,62,108,4,1,3,1,0,12
5140,30,1,1,1,1,64355,1445,674,66,1047,0,140,67,38,153,4,3,12,2,0,12
10160,59,1,1,1,1,50943,46,373,49,31,0,7,2,0,6,1,0,3,1,0,6
4945,62,0,0,0,0,53653,1210,599,29,815,10,239,28,10,108,10,4,12,2,0,16
10584,39,0,1,1,1,65665,945,209,77,225,162,387,106,36,29,5,10,8,1,0,8
6071,26,0,0,0,0,81217,1157,345,77,493,70,324,146,40,84,3,7,11,1,0,4
3386,23,0,1,0,0,34935,137,373,71,34,4,66,3,10,20,2,1,4,1,0,9
8939,56,0,0,1,1,61250,730,560,49,382,138,65,60,26,59,5,2,12,6,0,10
9925,34,1,1,1,1,39665,216,400,97,127,1,56,0,1,31,4,2,3,3,1,11
4320,36,0,0,1,1,60152,943,458,6,325,83,300,86,58,91,6,4,12,1,0,9
5389,51,0,1,1,2,48920,347,252,93,238,17,68,8,10,6,6,2,5,3,1,13
6036,56,1,1,0,0,89120,1924,104,78,1168,92,408,72,129,55,5,6,7,1,1,6
182,69,1,1,1,1,44124,397,414,62,284,0,55,0,6,52,6,2,5,4,0,14
203,40,1,0,0,0,81169,2089,441,47,1288,20,613,80,61,27,5,7,9,1,0,7
11025,54,0,1,1,2,36443,138,511,9,65,0,46,4,3,20,3,1,3,4,0,11
10203,25,0,0,1,1,26095,42,364,77,11,7,9,3,1,11,1,0,3,1,0,8
4607,56,0,1,0,0,71367,777,310,24,227,23,389,42,21,75,4,5,7,1,0,6
3711,71,1,1,0,0,80184,1902,120,19,1035,134,670,25,38,0,6,3,10,1,2,9
3696,50,0,0,1,2,30630,52,153,67,27,1,12,2,0,10,2,0,3,2,0,9
2532,28,1,0,0,0,73454,1651,120,95,982,73,351,56,14,175,2,4,6,1,1,7
9214,24,0,1,0,0,42691,358,317,48,179,2,64,38,17,58,5,1,6,1,0,10
4943,62,0,1,0,0,70503,1727,637,73,1379,33,216,0,33,66,2,4,9,1,2,8
35,28,0,1,1,1,25545,210,659,35,32,1,64,16,12,85,2,2,3,3,0,8
2258,29,0,1,1,1,32880,42,572,76,8,4,15,7,6,2,1,0,3,1,0,9
4322,57,1,1,0,0,77863,1291,214,20,881,38,319,16,25,12,4,5,10,1,0,6
713,38,1,1,0,0,50353,442,21,72,141,15,153,67,31,35,4,4,6,1,0,7
4702,51,0,0,0,0,61839,1895,686,20,1000,155,379,224,17,120,4,8,4,1,0,12
3281,55,1,1,1,2,49154,411,238,69,206,10,67,30,27,71,4,1,8,6,0,10
702,40,2,0,1,1,47682,521,499,80,162,61,83,97,57,61,4,3,8,4,0,9
2004,46,0,0,1,1,72679,1168,284,65,619,54,260,127,54,54,4,7,5,1,0,5
4769,38,1,1,1,2,57954,493,11,52,456,4,24,0,0,9,8,2,6,7,1,15
4437,53,0,1,1,2,65316,260,431,65,112,6,92,3,9,38,3,2,5,2,0,7
8724,33,0,0,1,1,28567,46,377,57,11,3,22,2,2,6,2,0,3,2,0,8
10741,64,1,1,1,1,47352,319,444,70,172,12,112,8,0,15,6,1,5,4,0,13
1991,48,0,1,1,1,44931,96,162,0,78,0,11,0,0,7,2,1,3,1,0,7
6931,48,0,0,0,0,76982,1062,134,19,464,151,292,65,60,30,8,3,4,1,1,12
11096,63,2,1,1,1,57247,232,325,50,99,4,32,37,54,6,2,1,7,2,0,4
304,34,1,0,1,1,22944,76,188,67,19,3,19,4,5,26,3,0,3,3,0,10
3665,38,2,1,1,1,25315,54,234,46,1,9,8,11,3,22,3,0,3,3,0,11
10591,46,0,0,1,1,43638,201,692,37,63,10,83,7,19,19,4,1,4,2,0,11
5036,31,1,0,1,1,42710,406,578,38,252,3,42,4,3,102,4,5,3,2,0,10
5547,33,1,1,0,0,84169,1919,326,9,1478,19,403,0,19,0,7,6,6,1,2,10
7822,39,0,1,1,1,54058,662,390,56,198,18,252,32,108,54,4,6,8,2,0,7
8541,25,2,1,1,1,24683,41,113,98,8,4,10,6,7,6,2,0,4,2,0,7
10955,51,0,0,0,0,85620,1600,173,68,416,46,925,60,107,46,3,6,4,1,0,4
4368,35,0,1,1,1,47850,134,208,72,42,7,43,20,12,10,3,0,4,1,0,9
9671,47,0,1,1,2,19514,69,154,47,14,3,21,2,1,28,3,1,2,4,1,11
2256,42,1,1,1,2,27159,21,92,33,17,0,3,0,0,1,1,0,3,2,0,7
4279,52,2,0,1,2,39548,54,90,87,15,4,10,3,4,18,1,1,3,2,0,4
5371,26,0,0,1,1,21474,91,82,0,6,16,24,11,0,34,3,1,2,2,1,10
9240,44,1,0,1,1,60504,526,142,73,458,0,24,6,4,34,6,2,8,2,0,12
9460,52,0,1,0,0,22419,162,437,74,30,3,47,19,21,42,3,2,2,1,0,11
9504,66,1,1,0,0,81698,1008,235,4,179,28,520,111,123,47,3,8,13,1,0,4
8692,63,0,1,1,2,43462,240,655,50,90,17,97,15,6,15,4,1,5,6,0,12
448,37,1,0,1,1,54880,795,485,57,308,85,137,102,45,118,6,2,11,2,0,11
8314,33,0,1,0,0,79908,1772,450,30,557,129,761,29,185,111,5,6,7,1,1,7
8420,45,2,1,0,0,15315,64,330,27,7,4,13,15,8,17,2,0,4,2,0,7
3174,56,0,1,1,1,87771,1957,403,61,1492,38,287,50,57,33,5,10,4,1,4,11
7685,37,0,1,1,1,33039,78,293,4,30,8,12,8,8,12,2,0,4,1,0,7
3179,35,0,0,0,0,81741,1572,378,75,249,153,940,58,134,38,6,6,7,0,0,8
9780,44,1,1,1,1,71499,795,369,12,465,25,132,136,0,37,8,3,13,2,0,12
10681,45,2,1,1,1,62466,889,165,13,129,129,259,168,121,83,6,3,12,5,0,10
10232,52,1,0,1,1,48799,331,236,9,174,18,81,28,6,24,3,2,7,3,0,6
4184,65,1,1,1,1,52157,265,22,48,189,2,29,3,2,40,3,2,5,2,0,7
9120,53,0,0,1,1,66565,1065,571,80,747,10,161,65,40,42,4,2,9,4,0,12
891,64,1,1,1,2,29298,11,295,60,6,0,2,2,0,1,1,0,2,1,0,6
10381,36,0,0,1,1,47691,21,359,43,14,0,3,0,0,4,1,0,2,1,0,7
3525,45,0,1,1,2,38200,17,569,19,12,0,4,0,0,1,1,0,2,1,0,8
6818,41,0,1,1,1,44989,369,655,26,98,0,106,49,10,106,5,1,5,5,0,11
3526,47,1,1,1,2,38443,38,153,58,32,0,5,0,0,1,1,0,3,2,0,8
8181,37,2,0,1,1,38593,177,289,42,51,12,49,17,24,24,4,1,3,3,0,12
1029,45,1,1,1,1,64413,279,332,27,200,5,44,0,10,20,5,1,5,1,0,10
7369,34,1,1,1,1,36959,62,270,56,25,6,25,6,0,0,2,0,3,2,0,10
2574,38,1,1,1,1,61996,1230,514,27,1050,12,144,0,0,24,6,4,8,3,3,11
8159,47,0,1,1,2,51287,182,89,10,117,0,22,13,0,30,4,1,3,3,0,11
1160,45,0,1,1,2,13260,49,310,48,9,4,17,10,2,7,3,0,3,4,0,11
10242,49,1,1,1,2,47472,75,286,39,56,0,11,0,0,8,2,0,4,2,0,7
5253,59,1,1,1,2,54603,227,355,85,145,13,46,17,2,4,4,2,4,6,0,11
5966,41,1,1,1,2,45207,215,596,64,203,0,10,0,0,2,3,1,6,5,1,9
5314,64,0,1,1,1,40689,444,468,69,270,3,27,39,6,99,7,1,5,7,0,15
5081,48,2,1,1,2,47821,47,252,54,9,0,16,6,6,10,1,0,3,1,0,9
5123,64,1,1,0,0,27450,143,440,57,37,12,23,8,11,52,2,1,3,1,0,9
5756,32,0,1,1,1,39453,55,87,64,46,0,7,0,0,2,2,0,3,2,0,8
8036,44,2,1,1,2,26850,63,72,10,31,1,13,7,2,9,2,1,4,4,0,6
9058,60,0,0,0,0,79800,1867,644,65,1060,21,530,32,0,224,5,11,5,1,3,8
5057,54,1,1,1,1,61794,611,288,74,264,47,188,54,47,11,4,4,10,2,0,6
254,60,0,1,1,1,53863,473,43,4,399,4,30,6,4,30,7,1,7,3,1,14
4179,56,0,1,0,0,24221,55,313,94,8,9,9,2,5,22,1,1,3,1,0,5
3710,31,1,0,1,1,39684,81,625,41,19,0,35,6,4,17,2,1,2,2,0,9
7627,40,1,1,0,0,92163,2086,564,25,817,183,797,106,163,20,5,11,5,0,2,7
4501,50,1,0,0,0,69882,1478,231,94,292,127,635,132,127,165,3,7,9,1,0,4
6424,38,0,1,1,1,33178,49,150,9,12,6,2,11,2,16,1,0,3,1,0,5
3075,43,1,1,0,0,59973,382,291,47,130,30,168,20,34,0,3,4,7,1,0,4
4992,40,1,1,1,1,17459,69,283,12,6,4,16,3,10,30,3,1,2,3,0,10
5252,46,0,0,1,1,23910,67,611,80,16,12,18,7,1,13,2,0,3,1,0,9
7444,46,1,1,1,2,42169,30,253,20,19,0,9,0,0,2,1,0,3,2,0,9
6919,37,2,1,1,1,26224,63,390,39,4,7,15,13,9,15,2,1,3,3,0,8
3537,34,0,1,1,1,31089,79,681,57,31,3,31,2,8,4,3,0,4,3,0,11
10277,54,0,0,1,1,30081,42,493,27,36,0,2,0,0,4,1,0,3,1,0,8
2453,55,0,1,1,1,62807,819,667,83,526,28,135,10,21,99,5,3,12,3,0,10
7972,60,0,0,0,0,72906,1151,285,79,400,32,519,71,75,54,3,4,9,1,0,4
895,67,1,1,1,2,61467,594,567,69,410,16,114,0,5,49,5,2,10,3,0,10
1177,49,1,1,1,2,49618,129,519,77,80,3,26,4,2,14,3,1,3,4,0,10
7141,29,1,0,1,1,21888,213,547,15,88,10,46,2,3,64,5,1,2,4,0,15
7232,42,0,0,1,1,42429,67,138,99,55,0,6,2,0,4,1,1,3,2,0,6
8477,59,0,0,1,3,26150,28,475,61,5,1,13,3,5,1,1,0,3,1,0,8
2457,40,2,1,1,1,30801,45,611,23,8,4,5,15,2,11,1,0,3,2,0,8
988,50,0,1,0,0,81168,1193,53,84,410,0,592,147,22,22,6,4,7,1,1,9
7930,46,1,0,0,0,26877,268,314,74,101,13,76,20,18,40,3,1,6,2,0,9
4587,71,1,0,0,0,45006,266,346,90,162,25,53,16,0,10,3,1,7,1,0,6
6682,42,2,1,1,1,18978,37,565,41,2,8,1,4,7,15,1,0,3,1,0,9
6222,48,0,1,1,3,22574,37,244,28,25,0,8,2,0,2,2,0,3,2,0,9
